error_rate,unauthorized_rate,throttle_rate,forbidden_rate,success_rate,requests_per_route,avg_gap_seconds,min_gap_seconds,latency_std,post_ratio,login_ratio,unique_status_codes,avg_latency,max_latency,unique_routes,route_entropy,route_switches_ratio,repeated_route_ratio,prev_requests_per_route,delta_requests_per_route,rolling2_unique_routes,rolling2_route_entropy,rolling2_error_rate
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,0.654441824845341,-0.10561334215188008,-0.012716161442838126,0.964504168661538,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,-0.05161861159010349,0.26910712346543825,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,1.4753060089981742,-1.4416462248235682,1.9207340737825054,-2.485880186435396,-0.798501961727408,-0.9722514237382158
1.3391445155948083,2.1431120467898803,-0.18791252636494324,-0.29209083402356484,-1.339144515594808,-0.41634458474060243,-0.6137058545518668,-0.5264111764771647,-0.686007832997288,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,0.08044636830593294,-0.23610894924804318,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,-0.41634458474060243,-0.6137058545518668,-0.5264111764771647,-0.686007832997288,1.2791183509973145,-0.7160084162644437,-0.47059640697982164,-0.07048503728953727,-0.3549833192982741,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,-0.41634458474060243,-0.6137058545518668,-0.5264111764771647,-0.686007832997288,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,-1.1647377278566962,-1.2168225021624484,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,-0.41634458474060243,-0.6137058545518668,-0.5264111764771647,-0.686007832997288,1.2791183509973145,1.7954882486981762,-0.47059640697982164,-0.22141644288500745,-0.47385768934850503,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.32215623846694624,0.11802212045087795,-0.18791252636494324,-0.29209083402356484,0.32215623846694635,-0.06298506957724102,-0.2992328816985893,-0.32460242057082217,0.7591965782112937,-0.4533939551719172,-0.0881342500237887,2.344389684771667,-0.07991825013925415,0.17995134592776504,2.4768787163901846,2.205860573900448,1.7131382396548132,0.4501363007473672,-1.4416462248235682,1.2640991871525318,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,0.11904862005236927,1.082960213640946,0.31751634822208613,-0.5209566328314054,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,-0.397628858917719,-0.5332948743736204,0.9310073135317738,1.092975023665355,0.5269043649538122,0.791722847536536,-1.4416462248235682,1.4307080389840177,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,-0.41634458474060243,-0.6137058545518668,-0.5264111764771647,-0.686007832997288,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,0.45777488229460844,0.06107697587753412,-0.6148640893266373,-0.6638804014350157,-0.6593295097471885,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
1.3391445155948083,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,-1.339144515594808,-0.41634458474060243,0.801694715705239,0.9045963654041737,0.3204019241117522,0.12411014688449334,0.5397399162168662,-0.47059640697982164,-0.8062756395674545,-0.5630134668861781,0.9310073135317738,1.249280248788627,1.7131382396548132,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
-0.8759231564875312,-0.557007854995456,-0.18791252636494324,-0.29209083402356484,0.8759231564875312,-0.41634458474060243,0.5839407818195305,0.6844413589608909,0.9242477783771763,-1.0308980572283277,-0.7160084162644437,-0.47059640697982164,-0.8251420652668883,-0.3549833192982741,0.9310073135317738,1.249280248788627,1.7131382396548132,-0.5750334075034396,-1.4416462248235682,0.9406820041855298,-2.485880186435396,-0.798501961727408,-0.9722514237382158
